,DistrictId,Rooms,Square,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B
8227,1,1.0,42.85292181313139,0.0,9.0,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1
8228,6,2.0,63.68035775930164,1.0,18.0,25.0,2015,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
8229,101,3.0,63.992736436977644,6.0,5.0,5.0,1964,0.225824954,41,6558,7,3,2,1,0,0,1,0,1
8231,23,3.0,70.64736760789455,0.0,3.0,3.0,1977,0.005767451,1,388,0,0,0,0,1,0,1,0,1
8232,34,2.0,57.51039535240568,54.0,25.0,25.0,2016,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
8233,104,3.0,66.67943514303661,8.0,7.0,7.0,1937,0.327018035,12,2270,23,1,0,0,1,0,1,0,1
8234,39,1.0,36.97617805343182,9.0,6.0,14.0,1980,0.428825818,25,5011,8,0,2,0,1,0,1,0,1
8235,99,3.0,64.97506724016279,6.0,3.0,9.0,1971,0.012338886,35,5776,1,2,4,0,1,0,1,0,1
8236,75,3.0,56.7802354926505,5.0,4.0,5.0,1963,0.122090347,29,6566,7,4,0,0,1,0,1,0,1
8237,37,2.0,46.81826256747349,6.0,3.0,9.0,1973,0.127811589,28,7287,5,1,3,0,1,0,1,0,1
8238,90,1.0,32.696469381847294,5.0,5.0,5.0,1967,0.265088676,37,5288,0,3,2,0,1,0,1,0,1
8239,27,1.0,49.77721016922657,1.0,1.0,1.0,2014,0.017647053,2,469,0,0,0,0,1,0,1,0,1
8240,53,3.0,62.112667256112566,6.0,8.0,9.0,1970,0.313924552,22,4625,11,2,10,0,1,0,1,0,1
8241,98,1.0,34.60119598302265,5.0,6.0,9.0,1966,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
8242,113,3.0,63.84977055866685,5.0,6.0,9.0,1970,0.050755569,24,5469,1,0,1,0,1,0,1,0,1
8244,48,1.0,38.08747554350282,1.0,16.0,25.0,2015,0.041124634,46,9515,5,1,10,0,1,0,1,0,1
8245,77,3.0,64.32730371330857,6.0,6.0,12.0,1977,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1
8246,28,2.0,42.325367586685225,6.0,12.0,12.0,1970,0.118537385,30,6207,1,1,0,0,1,0,1,0,1
8248,124,1.0,37.17968623306327,9.0,4.0,16.0,1980,0.16909109,19,3856,10,2,5,0,1,0,1,0,1
8250,122,3.0,77.46530404780913,10.0,6.0,10.0,1996,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
8251,192,2.0,61.525983921484595,8.0,5.0,5.0,1960,0.319809354,25,4756,16,5,8,0,1,0,1,0,1
8252,18,2.0,61.799962409373634,10.0,10.0,17.0,1991,0.0,30,5562,0,0,5,0,1,0,1,1,0
8253,23,3.0,74.2223883285818,13.0,3.0,3.0,2020,0.005767451,1,388,0,0,0,0,1,0,1,0,1
8254,9,1.0,40.321367047156265,10.0,2.0,17.0,2008,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
8255,7,1.0,36.379335609524155,9.0,9.0,12.0,1965,0.035145267,42,9292,3,0,3,0,1,0,1,0,1
8256,13,1.0,41.64157115204791,8.0,9.0,16.0,1982,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
8257,29,3.0,76.67507036010649,8.0,8.0,12.0,1987,0.086885265,10,2277,2,0,0,0,1,0,1,0,1
8258,34,3.0,89.7419609334798,12.0,15.0,16.0,2002,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
8259,77,3.0,67.41426349420189,8.0,5.0,16.0,1976,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1
8260,27,1.0,44.205656753457625,8.0,4.0,17.0,2010,0.041116354,53,14892,4,1,4,0,1,0,1,0,1
8261,43,2.0,59.31505911389149,9.0,8.0,8.0,2006,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
8262,27,1.0,40.42203460162271,1.0,8.0,17.0,2016,0.011654127,4,915,0,0,0,0,1,0,1,0,1
8264,140,2.0,46.93970844959363,6.0,5.0,5.0,1961,0.0,33,7425,1,2,5,0,1,0,1,0,1
8265,126,3.0,55.69879103301857,5.0,4.0,5.0,1962,0.333891544,30,6564,1,0,0,0,1,0,1,0,1
8267,27,1.0,58.48423618146365,19.0,6.0,6.0,2015,0.07542368,11,3097,0,0,0,0,1,0,1,0,1
8268,27,1.0,40.69934042279042,12.0,1.0,1.0,1977,0.017647053,2,469,0,0,0,0,1,0,1,0,1
8269,99,2.0,45.28048961857746,6.0,5.0,9.0,1969,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
8270,27,2.0,60.919909224008315,7.0,1.0,1.0,2016,0.017647053,2,469,0,0,0,0,1,0,1,0,1
8271,21,2.0,53.9990915817719,9.0,12.0,17.0,2006,0.034331497,25,5487,3,0,4,0,1,0,1,0,1
8275,133,1.0,41.900306260222294,9.0,8.0,17.0,2002,0.037316452,32,6748,93,4,10,0,1,0,1,0,1
8276,130,1.0,43.532966028714206,12.0,9.0,9.0,1968,0.21843974,21,4472,6,4,7,0,1,0,1,1,0
8277,17,2.0,38.67635611168648,6.0,2.0,9.0,1967,0.0,18,3374,5,1,2,0,1,0,1,0,1
8278,2,1.0,37.611300611264895,8.0,5.0,5.0,1963,0.0,33,7425,1,2,5,0,1,0,1,0,1
8279,55,1.0,41.21713058943476,8.0,2.0,7.0,1999,0.041365446,31,5569,0,1,4,0,1,0,1,0,1
8280,31,3.0,79.20641609355731,8.0,5.0,5.0,1958,0.151346216,32,5889,10,4,1,0,1,1,0,0,1
8282,27,2.0,41.516793484328815,6.0,6.0,12.0,1971,0.211401214,9,1892,0,0,1,0,1,0,1,0,1
8283,34,1.0,2.6422186233739344,1.0,4.0,4.0,1977,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
8284,26,2.0,46.294268365887966,5.0,7.0,9.0,1965,0.0,36,6714,2,0,2,0,1,0,1,0,1
8286,39,1.0,40.04558781605057,8.0,9.0,21.0,1992,0.428825818,25,5011,8,0,2,0,1,0,1,0,1
8287,157,2.0,40.04090628120293,7.0,9.0,9.0,1966,0.0,30,7538,87,5,5,0,1,0,1,0,1
8288,36,2.0,44.057921037950194,5.0,5.0,5.0,1962,0.08761909,8,1497,5,1,0,0,1,0,1,0,1
8290,62,3.0,86.386228356378,1.0,7.0,17.0,2019,0.072157581,2,629,1,0,0,0,1,0,1,1,0
8292,25,4.0,97.6111034797487,1.0,1.0,1.0,2013,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
8293,61,1.0,38.848594519606046,7.0,14.0,17.0,2012,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
8294,111,3.0,76.33890646557252,10.0,2.0,21.0,2007,0.093442564,23,4635,5,2,4,0,1,0,1,0,1
8296,9,2.0,55.4541447157544,9.0,6.0,15.0,2009,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
8297,80,3.0,77.44145774697554,10.0,17.0,17.0,1986,0.0,39,8647,0,0,5,0,1,0,1,0,1
8300,34,1.0,39.18244623604867,10.0,7.0,22.0,2001,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
8301,7,2.0,43.22701494149918,5.0,5.0,5.0,1966,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
8302,57,1.0,41.44481819396264,8.0,6.0,8.0,2005,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
8303,147,3.0,75.49491995109061,7.0,7.0,12.0,1966,0.319809354,25,4756,16,5,8,0,1,0,1,0,1
8304,81,4.0,85.73080337689314,9.0,7.0,9.0,1963,0.319809354,25,4756,16,5,8,0,1,0,1,0,1
8305,23,1.0,28.33322144851093,0.0,3.0,3.0,2017,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1
8306,8,3.0,110.92314406832729,12.0,6.0,14.0,2004,0.43788524,23,5735,3,0,5,0,1,0,1,0,1
8307,27,2.0,66.9683194370904,10.0,17.0,17.0,2015,0.017647053,2,469,0,0,0,0,1,0,1,0,1
8308,1,2.0,68.64895439141169,1.0,7.0,9.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1
8309,153,1.0,38.78106772064817,7.0,6.0,17.0,1992,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
8311,2,2.0,53.055026074364655,7.0,3.0,3.0,1955,0.035145267,42,9292,3,0,3,0,1,0,1,0,1
8313,41,2.0,39.02698721739568,6.0,12.0,12.0,1973,0.036122292,24,4378,0,1,1,0,1,0,1,0,1
8314,1,2.0,63.59561591759324,0.0,17.0,17.0,2015,0.007122317,1,264,0,0,1,0,1,0,1,0,1
8315,57,2.0,52.25713136429601,9.0,3.0,14.0,2004,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
8316,66,2.0,44.34631635990718,5.0,5.0,5.0,1961,0.111627393,50,12238,8,2,3,0,1,0,1,0,1
8317,42,1.0,47.7614153119136,10.0,17.0,24.0,2007,0.158249043,21,5731,0,1,0,0,1,0,1,0,1
8318,1,1.0,41.920816172764155,0.0,9.0,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1
8319,98,2.0,57.82326636006081,9.0,1.0,8.0,1964,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
8320,13,3.0,81.96661651654112,7.0,3.0,14.0,1999,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
8322,23,1.0,43.88057575639427,1.0,12.0,17.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
8325,30,2.0,65.93326725159561,1.0,5.0,17.0,2018,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
8326,128,3.0,77.26408102067205,10.0,3.0,17.0,1990,0.0,27,4798,0,2,8,0,1,0,1,0,1
8327,179,2.0,50.8726470747091,9.0,7.0,12.0,1979,0.306977489,27,5148,14,5,7,0,1,0,1,0,1
8328,73,2.0,44.72891525529295,5.0,7.0,9.0,1966,0.042031587,37,6856,84,2,5,0,1,0,1,0,1
8330,126,2.0,55.22052909942096,7.0,5.0,12.0,1954,0.486245621,13,2514,19,0,6,0,1,0,1,0,1
8331,27,1.0,35.12524951042297,9.0,4.0,12.0,1977,0.07542368,11,3097,0,0,0,0,1,0,1,0,1
8332,6,3.0,79.96716722556604,1.0,8.0,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
8333,32,2.0,47.102163051188576,6.0,4.0,9.0,1972,0.135649789,46,7960,6,3,11,0,1,0,1,0,1
8334,9,3.0,53.77905702686778,5.0,8.0,9.0,1972,0.31019913,11,2748,1,0,0,0,1,0,1,0,1
8335,136,3.0,61.914371211292064,6.0,7.0,9.0,1971,0.019508796,37,7687,11,5,5,0,1,0,1,0,1
8336,93,2.0,46.487815531886646,6.0,5.0,9.0,1974,0.521867054,25,6149,0,0,0,0,1,0,1,0,1
8337,78,2.0,49.55933559706926,6.0,4.0,9.0,1972,0.219006007,28,6746,3,1,4,0,1,0,1,0,1
8338,27,1.0,46.41571694118963,10.0,8.0,9.0,2018,0.072157581,2,629,1,0,0,0,1,0,1,1,0
8340,31,2.0,81.04293769954492,16.0,15.0,40.0,1977,0.151346216,32,5889,10,4,1,0,1,1,0,0,1
8341,28,2.0,51.10894030979045,11.0,15.0,16.0,1984,0.118537385,30,6207,1,1,0,0,1,0,1,0,1
8345,59,3.0,103.7058183951604,0.0,17.0,17.0,2017,0.019508796,37,7687,11,5,5,0,1,0,1,0,1
8346,29,1.0,31.859638434033677,5.0,9.0,9.0,1969,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
8347,47,1.0,40.4711189334332,8.0,4.0,16.0,1979,0.101872465,23,4583,3,3,3,0,1,0,1,0,1
8348,105,3.0,56.00808867917677,6.0,5.0,5.0,1962,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
8349,38,1.0,48.857484136737575,10.0,16.0,17.0,2018,0.060753049,15,2787,2,0,7,0,1,0,1,0,1
8352,22,2.0,64.26986331965001,8.0,4.0,5.0,1937,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
8354,11,3.0,75.40399917964218,7.0,1.0,5.0,1958,0.225824954,41,6558,7,3,2,1,0,0,1,0,1
8355,6,2.0,64.00663495916653,1.0,6.0,25.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
8356,11,2.0,46.465791749805355,6.0,3.0,9.0,1969,0.038692987000000005,28,6533,1,2,5,0,1,0,1,0,1
8357,31,1.0,59.51989559151332,10.0,33.0,40.0,1977,0.151346216,32,5889,10,4,1,0,1,1,0,0,1
8358,7,1.0,40.54985193160224,8.0,5.0,17.0,1987,0.035145267,42,9292,3,0,3,0,1,0,1,0,1
8359,42,1.0,39.28061534074692,7.0,8.0,17.0,2007,0.158249043,21,5731,0,1,0,0,1,0,1,0,1
8360,41,2.0,46.039596191193475,5.0,3.0,9.0,1971,0.175054867,36,10055,3,1,0,0,1,0,1,0,1
8362,6,3.0,78.90126704301711,1.0,15.0,17.0,2017,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
8364,0,1.0,46.574439257839316,10.0,11.0,19.0,2011,0.006076152,30,5285,0,6,6,0,1,0,1,0,1
8365,21,1.0,36.62709455128358,6.0,3.0,9.0,1971,0.194489265,47,8004,3,3,5,0,1,0,1,0,1
8366,3,1.0,42.01590307276485,8.0,6.0,16.0,1977,0.265088676,37,5288,0,3,2,0,1,0,1,0,1
8367,53,2.0,58.25705586106674,13.0,21.0,24.0,2017,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
8368,46,2.0,67.98198551633203,1.0,3.0,12.0,2016,0.150817539,16,3433,4,4,5,0,1,0,1,0,1
8369,27,2.0,67.02059274815404,1.0,1.0,1.0,1977,0.017647053,2,469,0,0,0,0,1,0,1,0,1
8370,27,3.0,83.78384637895074,15.0,11.0,17.0,2016,0.072157581,2,629,1,0,0,0,1,0,1,1,0
8371,61,3.0,63.7872720962632,8.0,6.0,9.0,1979,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
8372,74,2.0,57.52561577279489,9.0,4.0,17.0,1992,0.371148999,34,7065,1,2,5,0,1,0,1,0,1
8373,57,3.0,84.20619710984106,8.0,7.0,7.0,2005,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
8375,54,1.0,33.177617647496504,7.0,5.0,8.0,1960,0.006076152,30,5285,0,6,6,0,1,0,1,0,1
8376,53,1.0,36.476517261258785,6.0,9.0,9.0,1971,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
8377,121,1.0,33.00756639879005,7.0,2.0,12.0,1974,0.212515361,19,3293,16,3,7,0,1,0,1,0,1
8379,1,2.0,63.90937730526504,12.0,2.0,17.0,2016,0.007122317,1,264,0,0,1,0,1,0,1,0,1
8380,46,1.0,40.23587871703398,10.0,17.0,22.0,1987,0.188783766,31,6137,4,0,1,0,1,0,1,0,1
8381,157,3.0,84.63069324215707,11.0,4.0,6.0,1930,0.0,30,7538,87,5,5,0,1,0,1,0,1
8383,155,2.0,46.474942062451824,5.0,3.0,5.0,1967,0.042307271,17,2810,9,3,6,0,1,0,1,0,1
8384,170,1.0,40.37200643665023,8.0,3.0,5.0,1954,0.21843974,21,4472,6,4,7,0,1,0,1,1,0
8385,176,2.0,59.664005765933815,10.0,11.0,17.0,1973,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
8386,18,2.0,61.6727478162871,10.0,14.0,14.0,1996,0.0,30,5562,0,0,5,0,1,0,1,1,0
8387,9,3.0,79.90324925590424,10.0,8.0,14.0,1993,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
8388,12,3.0,78.97198044075319,10.0,17.0,17.0,1987,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
8390,79,1.0,96.83801289886543,22.0,19.0,24.0,2016,0.050755569,24,5469,1,0,1,0,1,0,1,0,1
8391,89,1.0,34.81267644624846,5.0,2.0,5.0,1962,0.1363303,30,6141,10,3,6,0,1,0,1,0,1
8392,129,1.0,39.05923949371723,7.0,4.0,14.0,2009,0.020741326,24,5613,5,2,5,0,1,0,1,0,1
8395,57,2.0,45.85108651441104,5.0,5.0,5.0,1966,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
8396,8,1.0,31.420669119281303,5.0,5.0,5.0,1968,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
8397,47,1.0,37.55946176953721,6.0,7.0,12.0,1977,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1
8398,29,2.0,62.61152963072566,10.0,5.0,18.0,2012,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
8399,8,2.0,44.140155766810906,6.0,4.0,14.0,1975,0.219006007,28,6746,3,1,4,0,1,0,1,0,1
8400,88,3.0,63.778687828571215,8.0,9.0,9.0,1975,0.127375905,43,8429,3,3,9,0,1,0,1,0,1
8401,21,1.0,35.53777653095669,5.0,4.0,5.0,1967,0.194489265,47,8004,3,3,5,0,1,0,1,0,1
8402,1,2.0,66.60714823763364,1.0,10.0,17.0,2016,0.007122317,1,264,0,0,1,0,1,0,1,0,1
8404,58,1.0,39.95562618385758,8.0,8.0,9.0,1966,0.14890389099999998,9,1952,1,3,2,0,1,0,1,0,1
8405,105,1.0,39.205002756467735,5.0,5.0,9.0,1974,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
8406,151,1.0,37.47281147685642,9.0,14.0,17.0,2002,0.236108458,16,3893,27,3,10,0,1,0,1,0,1
8407,9,1.0,40.61055814702311,9.0,13.0,17.0,2006,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
8408,1,2.0,68.71317368509919,0.0,8.0,24.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1
8409,94,1.0,45.902533647503176,10.0,25.0,25.0,2016,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
8412,58,2.0,54.471569080977744,7.0,4.0,9.0,1967,0.31019913,11,2748,1,0,0,0,1,0,1,0,1
8413,97,1.0,41.86385615849289,7.0,14.0,17.0,2001,0.306977489,27,5148,14,5,7,0,1,0,1,0,1
8414,120,2.0,41.888729265045576,5.0,4.0,5.0,1963,0.0006991189999999999,14,3369,24,0,3,0,1,0,1,0,1
8415,62,3.0,81.09535010735019,10.0,11.0,16.0,1976,0.037177818,52,11217,1,1,7,0,1,0,1,0,1
8417,84,2.0,47.658859254997225,4.0,5.0,5.0,1964,0.14966637300000002,22,4789,2,4,1,0,1,0,1,0,1
8418,74,3.0,83.84337004702702,12.0,5.0,17.0,2004,0.371148999,34,7065,1,2,5,0,1,0,1,0,1
8419,66,1.0,35.185904736737754,5.0,9.0,9.0,1966,0.111627393,50,12238,8,2,3,0,1,0,1,0,1
8420,57,1.0,37.852921178448966,7.0,17.0,17.0,2003,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
8421,2,1.0,30.83534887273382,5.0,4.0,5.0,1967,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
8422,9,2.0,55.55912307797156,8.0,10.0,14.0,1992,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
8423,98,2.0,57.147184293636705,8.0,16.0,16.0,1972,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
8424,21,3.0,61.691075516648404,6.0,2.0,9.0,1982,0.194489265,47,8004,3,3,5,0,1,0,1,0,1
8426,58,2.0,41.5833127145893,5.0,6.0,14.0,1971,0.14890389099999998,9,1952,1,3,2,0,1,0,1,0,1
8427,9,1.0,46.59435073566298,8.0,14.0,14.0,1991,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
8428,10,2.0,49.712885638271004,6.0,3.0,9.0,1970,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
8429,62,2.0,73.74775001468261,0.0,14.0,17.0,2018,0.072157581,2,629,1,0,0,0,1,0,1,1,0
8430,46,3.0,55.461870114209155,5.0,4.0,5.0,1964,0.188783766,31,6137,4,0,1,0,1,0,1,0,1
8431,12,2.0,54.888499810643786,8.0,6.0,14.0,1997,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
8432,12,2.0,44.39963131369807,6.0,6.0,9.0,1980,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
8433,47,2.0,49.93785702667051,6.0,3.0,12.0,1977,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1
8435,105,1.0,37.99004150447662,5.0,9.0,9.0,1974,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
8436,0,1.0,46.55099955842744,10.0,11.0,17.0,2013,0.006076152,30,5285,0,6,6,0,1,0,1,0,1
8437,85,3.0,461.46361441882993,10.0,12.0,16.0,1998,0.037177818,52,11217,1,1,7,0,1,0,1,0,1
8438,78,2.0,45.28008050684929,5.0,4.0,14.0,1974,0.219006007,28,6746,3,1,4,0,1,0,1,0,1
8439,104,2.0,61.58316763865656,6.0,4.0,8.0,1964,0.327018035,12,2270,23,1,0,0,1,0,1,0,1
8441,95,2.0,52.55350466247909,11.0,16.0,16.0,1974,0.341071945,27,5664,48,3,11,0,1,0,1,0,1
8443,63,1.0,31.191138535479695,6.0,3.0,5.0,1967,0.23861713,26,3889,6,3,6,0,1,0,1,0,1
8444,23,1.0,27.778509169727002,0.0,4.0,4.0,2017,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1
8445,11,3.0,90.12038363291876,9.0,3.0,12.0,1958,0.00016967599999999998,36,5992,0,1,1,0,1,0,1,0,1
8447,19,3.0,79.3346295871465,12.0,6.0,14.0,2015,0.309479124,35,7715,4,0,6,0,1,0,1,0,1
8448,3,1.0,36.0683413643994,6.0,3.0,9.0,1978,0.050900058,43,10621,1,2,3,0,1,0,1,0,1
8449,39,3.0,61.70859530769835,5.0,7.0,9.0,1970,0.428825818,25,5011,8,0,2,0,1,0,1,0,1
8450,14,3.0,96.55914063643743,1.0,8.0,21.0,1977,0.111627393,50,12238,8,2,3,0,1,0,1,0,1
8451,47,3.0,60.53824933122339,6.0,1.0,9.0,1972,0.298204575,16,4048,3,1,3,0,1,0,1,0,1
8452,58,1.0,40.525819737943664,1.0,16.0,17.0,1977,0.43788524,23,5735,3,0,5,0,1,0,1,0,1
8453,38,3.0,113.88312046426302,1.0,16.0,16.0,2018,0.060753049,15,2787,2,0,7,0,1,0,1,0,1
8454,128,3.0,79.29561277485631,11.0,12.0,12.0,2005,0.0,27,4798,0,2,8,0,1,0,1,0,1
8455,57,2.0,37.407714501496685,5.0,1.0,9.0,1969,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
8456,168,3.0,73.95053119968713,8.0,9.0,9.0,1962,0.341071945,27,5664,48,3,11,0,1,0,1,0,1
8457,11,1.0,40.531647898498285,10.0,12.0,16.0,1982,0.00016967599999999998,36,5992,0,1,1,0,1,0,1,0,1
8458,58,2.0,56.667701041383886,8.0,12.0,12.0,1979,0.14890389099999998,9,1952,1,3,2,0,1,0,1,0,1
8459,21,2.0,46.54246560988637,5.0,4.0,5.0,1962,0.034331497,25,5487,3,0,4,0,1,0,1,0,1
8460,27,3.0,78.22190392133797,12.0,10.0,15.0,2016,0.211401214,9,1892,0,0,1,0,1,0,1,0,1
8461,15,3.0,81.38017041366811,12.0,12.0,16.0,2006,0.158249043,21,5731,0,1,0,0,1,0,1,0,1
8462,84,3.0,74.61642749027774,7.0,5.0,5.0,1960,0.006076152,30,5285,0,6,6,0,1,0,1,0,1
8463,6,3.0,80.98307746964342,12.0,17.0,17.0,2011,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
8464,9,1.0,46.151442269317066,1.0,1.0,1.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
8465,1,1.0,39.80220712529855,9.0,3.0,12.0,1975,0.036270089,6,1318,1,1,1,0,1,0,1,0,1
8466,62,2.0,76.3111190489399,15.0,6.0,22.0,2016,0.072157581,2,629,1,0,0,0,1,0,1,1,0
8467,26,1.0,39.62905440233431,7.0,11.0,17.0,1999,0.0,36,6714,2,0,2,0,1,0,1,0,1
8468,5,3.0,61.13602305790987,7.0,9.0,9.0,1976,0.150817539,16,3433,4,4,5,0,1,0,1,0,1
8472,27,1.0,40.27998545129656,10.0,8.0,15.0,2018,0.211401214,9,1892,0,0,1,0,1,0,1,0,1
8473,44,3.0,88.72892030024755,7.0,18.0,18.0,2016,0.036122292,24,4378,0,1,1,0,1,0,1,0,1
8474,90,2.0,42.6722966129102,5.0,5.0,5.0,1965,0.265088676,37,5288,0,3,2,0,1,0,1,0,1
8475,6,2.0,64.68290477848385,1.0,12.0,25.0,2019,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
8476,46,1.0,48.19348297738658,5.0,5.0,5.0,1970,0.188783766,31,6137,4,0,1,0,1,0,1,0,1
8477,67,1.0,36.442378662490654,6.0,9.0,9.0,1975,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1
8478,23,3.0,76.95089744947863,0.0,16.0,17.0,2017,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
8481,55,1.0,39.157308853695326,8.0,5.0,14.0,1996,0.041365446,31,5569,0,1,4,0,1,0,1,0,1
8482,1,2.0,58.270529762033576,11.0,17.0,17.0,2013,0.007122317,1,264,0,0,1,0,1,0,1,0,1
8483,66,2.0,45.21515231524071,5.0,1.0,9.0,1968,0.111627393,50,12238,8,2,3,0,1,0,1,0,1
8485,3,2.0,59.57258234302772,10.0,3.0,17.0,1985,0.050900058,43,10621,1,2,3,0,1,0,1,0,1
8486,39,1.0,51.98112802620236,12.0,4.0,17.0,2003,0.428825818,25,5011,8,0,2,0,1,0,1,0,1
8487,34,4.0,98.04774418556572,1.0,1.0,1.0,1977,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
8488,98,2.0,39.01595191044572,8.0,1.0,9.0,1964,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
8490,66,1.0,34.833144758376086,9.0,5.0,5.0,1961,0.161975568,31,7010,5,3,7,0,1,1,0,0,1
8491,122,2.0,57.697645441655204,8.0,10.0,10.0,1997,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
8492,11,1.0,34.31677052434898,5.0,3.0,9.0,1972,0.00016967599999999998,36,5992,0,1,1,0,1,0,1,0,1
8493,159,2.0,43.439367121082604,6.0,5.0,8.0,1935,0.246623602,14,2940,45,3,6,0,1,0,1,0,1
8494,47,1.0,37.109879612164455,9.0,16.0,16.0,1988,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1
8495,30,1.0,39.62673153571218,8.0,13.0,16.0,1984,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
8496,7,1.0,38.7906662923882,9.0,2.0,10.0,1982,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
8497,88,1.0,36.17908279382785,6.0,4.0,12.0,1973,0.127375905,43,8429,3,3,9,0,1,0,1,0,1
8498,69,3.0,81.1308166143597,11.0,2.0,14.0,2003,0.093442564,23,4635,5,2,4,0,1,0,1,0,1
8500,58,1.0,36.72132701917625,8.0,16.0,16.0,1983,0.43788524,23,5735,3,0,5,0,1,0,1,0,1
8501,95,4.0,99.0391614552864,11.0,2.0,3.0,1942,0.0006991189999999999,14,3369,24,0,3,0,1,0,1,0,1
8502,8,2.0,49.39599972865716,5.0,5.0,5.0,1962,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
8503,105,2.0,46.15695274136199,6.0,8.0,8.0,1966,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
8504,58,1.0,36.56646878141425,9.0,12.0,12.0,1965,0.050755569,24,5469,1,0,1,0,1,0,1,0,1
8505,182,3.0,65.47526009359972,7.0,3.0,4.0,1918,0.246623602,14,2940,45,3,6,0,1,0,1,0,1
8506,25,2.0,56.66055046696714,1.0,1.0,1.0,2017,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
